,0,1,2
0,0.0,136.0,0.0006512165069580078
1,9.982585906982422e-05,136.0,0.0006997108459472657
2,9.999275207519531e-05,136.2,0.0006995916366577149
3,9.97781753540039e-05,117.5,0.0007992982864379883
4,9.980201721191407e-05,127.0,0.001099705696105957
5,0.0002994537353515625,105.0,0.0019001483917236329
6,0.0002997875213623047,209.7,0.008199119567871093
7,0.0006995916366577149,133.3,0.003199934959411621
8,0.00030002593994140627,194.9,0.008699727058410645
9,0.0006002426147460937,124.9,0.004999828338623047
10,0.0008992433547973632,298.5,0.025200867652893068
11,0.0009991645812988282,477.1,0.06130015850067139
12,0.0011117696762084962,482.8,0.0973137378692627
13,0.0014997482299804687,311.2,0.07260012626647949
14,0.0014994144439697266,224.7,0.033699750900268555
15,0.0014992475509643555,483.3,0.20417931079864501
16,0.0018990039825439453,138.6,0.02555680274963379
17,0.0021991968154907227,139.1,0.03315880298614502
18,0.002299594879150391,312.6,0.21231017112731934
19,0.0027590274810791017,226.0,0.11440086364746094
20,0.004157137870788574,140.4,0.07203705310821533
21,0.0034995794296264647,140.2,0.08240134716033935
22,0.0037022829055786133,140.8,0.1155165195465088
23,0.005300331115722656,141.2,0.11351172924041748
24,0.004299545288085937,227.4,0.19826412200927734
25,0.005699276924133301,313.5,0.30613586902618406
26,0.004999804496765137,229.0,0.35929055213928224
27,0.006764078140258789,143.3,0.2726832628250122
28,0.005651617050170898,228.8,0.3850296974182129
29,0.0073230981826782225,230.4,0.5283496618270874
30,0.007750487327575684,229.6,0.8381846666336059
31,0.007235431671142578,145.7,0.5433430671691895
32,0.008519387245178223,144.4,0.5764909505844116
33,0.00930166244506836,232.8,0.8702078580856323
34,0.0096541166305542,317.7,1.2494823932647705
35,0.010203862190246582,232.6,1.0549110889434814
36,0.01060333251953125,149.2,1.00780131816864
37,0.010983824729919434,317.8,2.209947443008423
38,0.011195921897888183,234.3,1.454658532142639
39,0.011767911911010741,236.6,1.6453944206237794
40,0.012208080291748047,320.6,3.2127991199493406
41,0.013677644729614257,490.8,4.193126916885376
42,0.013100504875183105,239.9,3.0877324104309083
43,0.014099311828613282,324.2,4.9121739864349365
44,0.014585161209106445,410.9,5.264358973503112
45,0.014714860916137695,581.1,6.31135573387146
46,0.01732161045074463,578.5,7.674434018135071
47,0.01580204963684082,666.3,8.595381164550782
48,0.016030597686767577,667.3,10.392889046669007
